time x y z
-1.695390781563126392e+00 2.548621148608653186e+00 5.435838037301234493e+00 -2.255224654822949315e+00
-1.691382765531062038e+00 2.553718967598340495e+00 5.455109012244978572e+00 -2.256179770167168641e+00
-1.687374749498998128e+00 2.558816786588027803e+00 5.474379987188719987e+00 -2.257134885511387523e+00
-1.683366733466933773e+00 2.563914605577715111e+00 5.493650962132463178e+00 -2.258090000855606849e+00
-1.679358717434869863e+00 2.569074865431583810e+00 5.513095514998226143e+00 -2.259079057336892404e+00
-1.675350701402805509e+00 2.574562939822406804e+00 5.533451351954601805e+00 -2.260246304787777216e+00
-1.671342685370741599e+00 2.580051014213228910e+00 5.553807188910974801e+00 -2.261413552238661584e+00
-1.667334669338677244e+00 2.585539088604051461e+00 5.574163025867350463e+00 -2.262580799689546396e+00
-1.663326653306613334e+00 2.591027162994873567e+00 5.594518862823723460e+00 -2.263748047140430764e+00
-1.659318637274549202e+00 2.596566449897003359e+00 5.615000434015441577e+00 -2.264932706689211983e+00
-1.655310621242485070e+00 2.602355774354340845e+00 5.636095884120896571e+00 -2.266202378245372184e+00
-1.651302605210420937e+00 2.608145098811678331e+00 5.657191334226351564e+00 -2.267472049801531941e+00
-1.647294589178356805e+00 2.613934423269015817e+00 5.678286784331806558e+00 -2.268741721357692143e+00
-1.643286573146292673e+00 2.619723747726353302e+00 5.699382234437261552e+00 -2.270011392913851900e+00
-1.639278557114228541e+00 2.625546712673515692e+00 5.720530306769500584e+00 -2.271271017655290159e+00
-1.635270541082164408e+00 2.631522928740990253e+00 5.741918102579307792e+00 -2.272484873574108111e+00
-1.631262525050100276e+00 2.637499144808464369e+00 5.763305898389115001e+00 -2.273698729492926063e+00
-1.627254509018036144e+00 2.643475360875938929e+00 5.784693694198923097e+00 -2.274912585411743571e+00
-1.623246492985972012e+00 2.649451576943413489e+00 5.806081490008730306e+00 -2.276126441330561523e+00
-1.619238476953907879e+00 2.655441574310102304e+00 5.827439850687866851e+00 -2.277299626727186777e+00
-1.615230460921843747e+00 2.661490323531335633e+00 5.848672724757299157e+00 -2.278299427266044841e+00
-1.611222444889779615e+00 2.667539072752568963e+00 5.869905598826731463e+00 -2.279299227804902461e+00
-1.607214428857715482e+00 2.673587821973802292e+00 5.891138472896164657e+00 -2.280299028343760526e+00
-1.603206412825651350e+00 2.679636571195035621e+00 5.912371346965596963e+00 -2.281298828882618146e+00
-1.599198396793587218e+00 2.685676955355744688e+00 5.933483783198008510e+00 -2.282224170396960350e+00
-1.595190380761523086e+00 2.691683879274358482e+00 5.954114468082337908e+00 -2.282851675813240444e+00
-1.591182364729458953e+00 2.697690803192971831e+00 5.974745152966667305e+00 -2.283479181229520982e+00
-1.587174348697394821e+00 2.703697727111585181e+00 5.995375837850996703e+00 -2.284106686645801076e+00
-1.583166332665330689e+00 2.709704651030198530e+00 6.016006522735326101e+00 -2.284734192062081171e+00
-1.579158316633266557e+00 2.715683328464816082e+00 6.036450874729990090e+00 -2.285262008691870683e+00
-1.575150300601202424e+00 2.721555745316781572e+00 6.056194260139720953e+00 -2.285414805601054145e+00
-1.571142284569138292e+00 2.727428162168747061e+00 6.075937645549451815e+00 -2.285567602510237162e+00
-1.567134268537074160e+00 2.733300579020712551e+00 6.095681030959182678e+00 -2.285720399419420179e+00
-1.563126252505010028e+00 2.739172995872677596e+00 6.115424416368914429e+00 -2.285873196328603196e+00
-1.559118236472945895e+00 2.745014506671161758e+00 6.135052569927148092e+00 -2.285948153616757406e+00
-1.555110220440881763e+00 2.750746441461848768e+00 6.154272174193713418e+00 -2.285747134066717035e+00
-1.551102204408817631e+00 2.756478376252535778e+00 6.173491778460277857e+00 -2.285546114516676663e+00
-1.547094188376753499e+00 2.762210311043223232e+00 6.192711382726843183e+00 -2.285345094966636292e+00
-1.543086172344689366e+00 2.767942245833910242e+00 6.211930986993407622e+00 -2.285144075416595921e+00
-1.539078156312625234e+00 2.773645481140978308e+00 6.231151026958976935e+00 -2.284902323314307537e+00
-1.535070140280561102e+00 2.779252635568106644e+00 6.250372525569041215e+00 -2.284524205711015110e+00
-1.531062124248496970e+00 2.784859789995234536e+00 6.269594024179105496e+00 -2.284146088107723127e+00
-1.527054108216432837e+00 2.790466944422362428e+00 6.288815522789168888e+00 -2.283767970504430700e+00
-1.523046092184368705e+00 2.796074098849490319e+00 6.308037021399233168e+00 -2.283389852901138717e+00
-1.519038076152304573e+00 2.801655074396816936e+00 6.327385136768536533e+00 -2.283011644182499023e+00
-1.515030060120240440e+00 2.807153150158105070e+00 6.347134205208763369e+00 -2.282633146931926760e+00
-1.511022044088176308e+00 2.812651225919393205e+00 6.366883273648991093e+00 -2.282254649681354497e+00
-1.507014028056112398e+00 2.818149301680681340e+00 6.386632342089217040e+00 -2.281876152430782234e+00
-1.503006012024048044e+00 2.823647377441969919e+00 6.406381410529445652e+00 -2.281497655180209971e+00
-1.498997995991984133e+00 2.829122108961227511e+00 6.426393790298878805e+00 -2.281163242619310694e+00
-1.494989979959919779e+00 2.834526807754396138e+00 6.447196104055936239e+00 -2.280961084127430372e+00
-1.490981963927855869e+00 2.839931506547563878e+00 6.467998417812991008e+00 -2.280758925635550050e+00
-1.486973947895791515e+00 2.845336205340732505e+00 6.488800731570048441e+00 -2.280556767143669727e+00
-1.482965931863727604e+00 2.850740904133900244e+00 6.509603045327103210e+00 -2.280354608651789405e+00
-1.478957915831663250e+00 2.856126979439594926e+00 6.530777117002857679e+00 -2.280231676080231473e+00
-1.474949899799599340e+00 2.861460049434786601e+00 6.553009268908746243e+00 -2.280334232666513916e+00
-1.470941883767534986e+00 2.866793119429979164e+00 6.575241420814637472e+00 -2.280436789252796803e+00
-1.466933867735471075e+00 2.872126189425170839e+00 6.597473572720526924e+00 -2.280539345839079246e+00
-1.462925851703406721e+00 2.877459259420363402e+00 6.619705724626418153e+00 -2.280641902425362133e+00
-1.458917835671342811e+00 2.882785391836259148e+00 6.642264603630102293e+00 -2.280809184235585541e+00
-1.454909819639278457e+00 2.888092767093318081e+00 6.665706855898196004e+00 -2.281151463873499985e+00
-1.450901803607214546e+00 2.893400142350376569e+00 6.689149108166287938e+00 -2.281493743511414429e+00
-1.446893787575150192e+00 2.898707517607435502e+00 6.712591360434381649e+00 -2.281836023149328874e+00
-1.442885771543086282e+00 2.904014892864493991e+00 6.736033612702472695e+00 -2.282178302787243318e+00
-1.438877755511021928e+00 2.909329628143910718e+00 6.759711423348422343e+00 -2.282555971327965505e+00
-1.434869739478958017e+00 2.914663289195102980e+00 6.783994955537426819e+00 -2.283024639904479791e+00
-1.430861723446893885e+00 2.919996950246295686e+00 6.808278487726431294e+00 -2.283493308480994077e+00
-1.426853707414829753e+00 2.925330611297488392e+00 6.832562019915436657e+00 -2.283961977057508808e+00
-1.422845691382765621e+00 2.930664272348680655e+00 6.856845552104441133e+00 -2.284430645634023094e+00
-1.418837675350701488e+00 2.936020630634530004e+00 6.881266097542536819e+00 -2.284903100109952234e+00
-1.414829659318637356e+00 2.941432558012123444e+00 6.906022089211163006e+00 -2.285384823512034647e+00
-1.410821643286573224e+00 2.946844485389717327e+00 6.930778080879789194e+00 -2.285866546914117503e+00
-1.406813627254509091e+00 2.952256412767311211e+00 6.955534072548415381e+00 -2.286348270316199915e+00
-1.402805611222444959e+00 2.957668340144904651e+00 6.980290064217041568e+00 -2.286829993718282772e+00
-1.398797595190380827e+00 2.963119341580099153e+00 7.005077147597166487e+00 -2.287281633334126152e+00
-1.394789579158316695e+00 2.968661515816361174e+00 7.029936778304123557e+00 -2.287663077448745419e+00
-1.390781563126252562e+00 2.974203690052623639e+00 7.054796409011080627e+00 -2.288044521563364242e+00
-1.386773547094188430e+00 2.979745864288885659e+00 7.079656039718037697e+00 -2.288425965677983509e+00
-1.382765531062124298e+00 2.985288038525148124e+00 7.104515670424994767e+00 -2.288807409792602332e+00
-1.378757515030060166e+00 2.990883213105775429e+00 7.129332395973478675e+00 -2.289130933798638079e+00
-1.374749498997996033e+00 2.996596356194828559e+00 7.154053622943425950e+00 -2.289325538853310249e+00
-1.370741482965931901e+00 3.002309499283881689e+00 7.178774849913374112e+00 -2.289520143907982863e+00
-1.366733466933867769e+00 3.008022642372934818e+00 7.203496076883321386e+00 -2.289714748962655477e+00
-1.362725450901803637e+00 3.013735785461988392e+00 7.228217303853268660e+00 -2.289909354017328091e+00
-1.358717434869739504e+00 3.019502258693227859e+00 7.252979063351681965e+00 -2.290050742601525524e+00
-1.354709418837675372e+00 3.025382058476614233e+00 7.277826954473082033e+00 -2.290079046185963918e+00
-1.350701402805611240e+00 3.031261858260000608e+00 7.302674845594482100e+00 -2.290107349770402756e+00
-1.346693386773547108e+00 3.037141658043386538e+00 7.327522736715882168e+00 -2.290135653354841150e+00
-1.342685370741482975e+00 3.043021457826772913e+00 7.352370627837283124e+00 -2.290163956939279544e+00
-1.338677354709418843e+00 3.048951115989410265e+00 7.377389627161618613e+00 -2.290152993975527185e+00
-1.334669338677354711e+00 3.054982001770527589e+00 7.402756027988885101e+00 -2.290062308019993775e+00
-1.330661322645290578e+00 3.061012887551644912e+00 7.428122428816152478e+00 -2.289971622064459922e+00
-1.326653306613226668e+00 3.067043773332762235e+00 7.453488829643417191e+00 -2.289880936108926068e+00
-1.322645290581162314e+00 3.073074659113879559e+00 7.478855230470685456e+00 -2.289790250153392215e+00
-1.318637274549098404e+00 3.079151620097380082e+00 7.504531152086444834e+00 -2.289675193810556841e+00
-1.314629258517034049e+00 3.085318021179626058e+00 7.530807908173992260e+00 -2.289512830245312269e+00
-1.310621242484970139e+00 3.091484422261871146e+00 7.557084664261536133e+00 -2.289350466680067697e+00
-1.306613226452905785e+00 3.097650823344117121e+00 7.583361420349082671e+00 -2.289188103114823125e+00
-1.302605210420841875e+00 3.103817224426362209e+00 7.609638176436626544e+00 -2.289025739549578553e+00
-1.298597194388777520e+00 3.110025606120192521e+00 7.636370702809315070e+00 -2.288854847996526498e+00
-1.294589178356713610e+00 3.116311951806963521e+00 7.663949659711550844e+00 -2.288668118751832736e+00
-1.290581162324649256e+00 3.122598297493735409e+00 7.691528616613789282e+00 -2.288481389507138974e+00
-1.286573146292585346e+00 3.128884643180506409e+00 7.719107573516025056e+00 -2.288294660262445213e+00
-1.282565130260520991e+00 3.135170988867278297e+00 7.746686530418263494e+00 -2.288107931017751451e+00
-1.278557114228457081e+00 3.141495505050386328e+00 7.774826744944243195e+00 -2.287928606884643390e+00
-1.274549098196392727e+00 3.147887879893650265e+00 7.803964750801324790e+00 -2.287762447394353860e+00
-1.270541082164328817e+00 3.154280254736913314e+00 7.833102756658402832e+00 -2.287596287904064773e+00
-1.266533066132264462e+00 3.160672629580176807e+00 7.862240762515484427e+00 -2.287430128413775243e+00
-1.262525050100200552e+00 3.167065004423439856e+00 7.891378768372563357e+00 -2.287263968923486157e+00
-1.258517034068136198e+00 3.173493911106714194e+00 7.920988859981685337e+00 -2.287118529138168377e+00
-1.254509018036072288e+00 3.179985020652708272e+00 7.951402773276709190e+00 -2.287008368850505402e+00
-1.250501002004007933e+00 3.186476130198703238e+00 7.981816686571735708e+00 -2.286898208562842871e+00
-1.246492985971944023e+00 3.192967239744697761e+00 8.012230599866759562e+00 -2.286788048275179897e+00
-1.242484969939879669e+00 3.199458349290692727e+00 8.042644513161787856e+00 -2.286677887987516922e+00
-1.238476953907815759e+00 3.205984835125751609e+00 8.073384378489389945e+00 -2.286601567518541600e+00
-1.234468937875751404e+00 3.212569040169285461e+00 8.104656060291205222e+00 -2.286580459385319841e+00
-1.230460921843687494e+00 3.219153245212818870e+00 8.135927742093015169e+00 -2.286559351252097638e+00
-1.226452905811623362e+00 3.225737450256352279e+00 8.167199423894828669e+00 -2.286538243118875435e+00
-1.222444889779559229e+00 3.232321655299886132e+00 8.198471105696640393e+00 -2.286517134985653676e+00
-1.218436873747495097e+00 3.238939968297434913e+00 8.229914243032947496e+00 -2.286543647843870986e+00
-1.214428857715430965e+00 3.245611629633315953e+00 8.261625554410388261e+00 -2.286644644816904215e+00
-1.210420841683366833e+00 3.252283290969196994e+00 8.293336865787827250e+00 -2.286745641789937000e+00
-1.206412825651302700e+00 3.258954952305078479e+00 8.325048177165268015e+00 -2.286846638762970230e+00
-1.202404809619238568e+00 3.265626613640959519e+00 8.356759488542707004e+00 -2.286947635736003459e+00
-1.198396793587174436e+00 3.272331001811702222e+00 8.388479396177935143e+00 -2.287110695932264015e+00
-1.194388777555110304e+00 3.279084480234738308e+00 8.420212198199843456e+00 -2.287366850963366449e+00
-1.190380761523046171e+00 3.285837958657774394e+00 8.451945000221753546e+00 -2.287623005994468883e+00
-1.186372745490982039e+00 3.292591437080810479e+00 8.483677802243661858e+00 -2.287879161025571317e+00
-1.182364729458917907e+00 3.299344915503846565e+00 8.515410604265570171e+00 -2.288135316056673751e+00
-1.178356713426853775e+00 3.306132158876738725e+00 8.547026412437055853e+00 -2.288463746742394278e+00
-1.174348697394789642e+00 3.312967990836009236e+00 8.578473863604271443e+00 -2.288896183857932254e+00
-1.170340681362725510e+00 3.319803822795279746e+00 8.609921314771488809e+00 -2.289328620973470230e+00
-1.166332665330661378e+00 3.326639654754550701e+00 8.641368765938706176e+00 -2.289761058089007761e+00
-1.162324649298597246e+00 3.333475486713821212e+00 8.672816217105921766e+00 -2.290193495204545737e+00
-1.158316633266533113e+00 3.340356507566101030e+00 8.704201927170279518e+00 -2.290688802291867443e+00
-1.154308617234468981e+00 3.347299932127773658e+00 8.735502375711639900e+00 -2.291270929816414892e+00
-1.150300601202404849e+00 3.354243356689446287e+00 8.766802824253000281e+00 -2.291853057340962341e+00
-1.146292585170340717e+00 3.361186781251119360e+00 8.798103272794360663e+00 -2.292435184865509790e+00
-1.142284569138276584e+00 3.368130205812791989e+00 8.829403721335721045e+00 -2.293017312390056794e+00
-1.138276553106212452e+00 3.375133403523286724e+00 8.860748306382120631e+00 -2.293647242932102426e+00
-1.134268537074148320e+00 3.382215835407801130e+00 8.892151397958457437e+00 -2.294340540264784956e+00
-1.130260521042084187e+00 3.389298267292315092e+00 8.923554489534794243e+00 -2.295033837597467485e+00
-1.126252505010020055e+00 3.396380699176829498e+00 8.954957581111131049e+00 -2.295727134930150015e+00
-1.122244488977956145e+00 3.403463131061343017e+00 8.986360672687466078e+00 -2.296420432262832545e+00
-1.118236472945891791e+00 3.410620548644900829e+00 9.017918771289959778e+00 -2.297145695246709973e+00
-1.114228456913827880e+00 3.417873402572694896e+00 9.049674151562104640e+00 -2.297911641786653636e+00
-1.110220440881763526e+00 3.425126256500489408e+00 9.081429531834251279e+00 -2.298677588326597299e+00
-1.106212424849699616e+00 3.432379110428283031e+00 9.113184912106396141e+00 -2.299443534866540517e+00
-1.102204408817635262e+00 3.439631964356077543e+00 9.144940292378544555e+00 -2.300209481406484180e+00
-1.098196392785571351e+00 3.446975644827545260e+00 9.176966543111177543e+00 -2.300990785819302165e+00
-1.094188376753506997e+00 3.454430335519059092e+00 9.209323857739969199e+00 -2.301790860965632568e+00
-1.090180360721443087e+00 3.461885026210572480e+00 9.241681172368757302e+00 -2.302590936111962971e+00
-1.086172344689378733e+00 3.469339716902086312e+00 9.274038486997547182e+00 -2.303391011258293819e+00
-1.082164328657314822e+00 3.476794407593599257e+00 9.306395801626335285e+00 -2.304191086404624222e+00
-1.078156312625250468e+00 3.484346018835534853e+00 9.339114029563376107e+00 -2.304990519382605907e+00
-1.074148296593186558e+00 3.492011406375790550e+00 9.372255938340535053e+00 -2.305789198510786786e+00
-1.070140280561122204e+00 3.499676793916047135e+00 9.405397847117697552e+00 -2.306587877638967665e+00
-1.066132264529058293e+00 3.507342181456302832e+00 9.438539755894854721e+00 -2.307386556767148100e+00
-1.062124248496993939e+00 3.515007568996559417e+00 9.471681664672017220e+00 -2.308185235895328979e+00
-1.058116232464930029e+00 3.522733745581102749e+00 9.505152249367103678e+00 -2.308972194756961471e+00
-1.054108216432865675e+00 3.530528471513460165e+00 9.538993468607943171e+00 -2.309745937147805961e+00
-1.050100200400801764e+00 3.538323197445816692e+00 9.572834687848779112e+00 -2.310519679538650006e+00
-1.046092184368737410e+00 3.546117923378174108e+00 9.606675907089618605e+00 -2.311293421929494496e+00
-1.042084168336673500e+00 3.553912649310531080e+00 9.640517126330454545e+00 -2.312067164320338541e+00
-1.038076152304609145e+00 3.561719579386909196e+00 9.674620925208035516e+00 -2.312819075600693886e+00
-1.034068136272545235e+00 3.569539730619309292e+00 9.709009185358750571e+00 -2.313547336511352359e+00
-1.030060120240480881e+00 3.577359881851710277e+00 9.743397445509467403e+00 -2.314275597422010833e+00
-1.026052104208416971e+00 3.585180033084110374e+00 9.777785705660180682e+00 -2.315003858332669306e+00
-1.022044088176352838e+00 3.593000184316510914e+00 9.812173965810895737e+00 -2.315732119243327780e+00
-1.018036072144288706e+00 3.600781876530824821e+00 9.846755663926090918e+00 -2.316428027304699100e+00
-1.014028056112224574e+00 3.608523539971211669e+00 9.881538695432885433e+00 -2.317090261992322819e+00
-1.010020040080160442e+00 3.616265203411598961e+00 9.916321726939679948e+00 -2.317752496679946539e+00
-1.006012024048096309e+00 3.624006866851985809e+00 9.951104758446474463e+00 -2.318414731367569814e+00
-1.002004008016032177e+00 3.631748530292372656e+00 9.985887789953268978e+00 -2.319076966055193534e+00
-9.979959919839680449e-01 3.639398993290723805e+00 1.002079207236120340e+01 -2.319695915259874841e+00
-9.939879759519039126e-01 3.646958255847038810e+00 1.005581760567027771e+01 -2.320271578981613736e+00
-9.899799599198397804e-01 3.654517518403354259e+00 1.009084313897935203e+01 -2.320847242703353075e+00
-9.859719438877756481e-01 3.662076780959669264e+00 1.012586867228842458e+01 -2.321422906425091970e+00
-9.819639278557115158e-01 3.669636043515984269e+00 1.016089420559749890e+01 -2.321998570146831309e+00
-9.779559118236473836e-01 3.677070880314081691e+00 1.019602892610047640e+01 -2.322532905021779115e+00
-9.739478957915832513e-01 3.684386170795459936e+00 1.023126855194661644e+01 -2.323027531789026323e+00
-9.699398797595191191e-01 3.691701461276838181e+00 1.026650817779275648e+01 -2.323522158556273087e+00
-9.659318637274549868e-01 3.699016751758216426e+00 1.030174780363889653e+01 -2.324016785323519851e+00
-9.619238476953908545e-01 3.706332042239594227e+00 1.033698742948503480e+01 -2.324511412090767060e+00
-9.579158316633267223e-01 3.713576521377233597e+00 1.037258124003279569e+01 -2.325021021136423283e+00
-9.539078156312625900e-01 3.720755636197574656e+00 1.040850199030512613e+01 -2.325544459977534562e+00
-9.498997995991984578e-01 3.727934751017916160e+00 1.044442274057745834e+01 -2.326067898818645840e+00
-9.458917835671343255e-01 3.735113865838257663e+00 1.048034349084978878e+01 -2.326591337659757119e+00
-9.418837675350701932e-01 3.742292980658599166e+00 1.051626424112212099e+01 -2.327114776500868398e+00
-9.378757515030060610e-01 3.749479495685589914e+00 1.055285916019452230e+01 -2.327725527465904776e+00
-9.338677354709419287e-01 3.756672573159987039e+00 1.059005192707075693e+01 -2.328413706163478647e+00
-9.298597194388777964e-01 3.763865650634383719e+00 1.062724469394699334e+01 -2.329101884861052962e+00
-9.258517034068136642e-01 3.771058728108780844e+00 1.066443746082322974e+01 -2.329790063558626834e+00
-9.218436873747495319e-01 3.778251805583177969e+00 1.070163022769946615e+01 -2.330478242256201149e+00
-9.178356713426853997e-01 3.785533497580914730e+00 1.073982896531777342e+01 -2.331328781478867906e+00
-9.138276553106212674e-01 3.792890676024459395e+00 1.077888464097562604e+01 -2.332317627815502892e+00
-9.098196392785571351e-01 3.800247854468004061e+00 1.081794031663347688e+01 -2.333306474152137877e+00
-9.058116232464930029e-01 3.807605032911548282e+00 1.085699599229132950e+01 -2.334295320488773307e+00
-9.018036072144288706e-01 3.814962211355092947e+00 1.089605166794918034e+01 -2.335284166825408292e+00
-8.977955911823647384e-01 3.822492221404969470e+00 1.093645693413466269e+01 -2.336513140643955655e+00
-8.937875751503006061e-01 3.830163639132754039e+00 1.097796641075184354e+01 -2.337938582402249832e+00
-8.897795591182364738e-01 3.837835056860539051e+00 1.101947588736902439e+01 -2.339364024160544009e+00
-8.857715430861723416e-01 3.845506474588323620e+00 1.106098536398620524e+01 -2.340789465918837742e+00
